postcode_sector,network,outage_type,outage_count,total_customers_affected,time_off_supply_hours_total_approx
NW10 6,SEPD,LV,1,5,14.35
RG2 9,SEPD,LV,6,84,14.31
DT2 0,SEPD,"LV,PSI",3,151,13.56
DT2 7,SEPD,LV,2,40,13.56
RG7 1,SEPD,"LV,PSI",2,38,13.45
RG7 4,SEPD,"HV,LV,PSI",4,822,13.33
SL4 1,SEPD,LV,5,58,12.91
SL4 2,SEPD,LV,4,44,12.91
SP11 9,SEPD,"HV,LV",2,72,12.67
SO23 9,SEPD,LV,1,72,12.63
SN11 0,SEPD,"HV,LV",2,69,12.54
UB3 2,SEPD,LV,1,8,12.52
HP12 4,SEPD,LV,1,17,12.47
SO21 1,SEPD,"HV,LV",3,85,12.43
BA14 6,SEPD,"HV,LV",2,27,12.03
OX12 0,SEPD,LV,1,20,11.86
PA31 8,SHEPD,LV,1,17,11.86
SO15 2,SEPD,LV,1,24,11.86
RG14 5,SEPD,LV,3,45,11.71
RG19 3,SEPD,LV,1,27,11.71
HP14 3,SEPD,LV,1,32,11.53
HP15 6,SEPD,HV,2,96,11.14
SO50 4,SEPD,PSI,1,24,10.78
GU47 9,SEPD,LV,1,21,10.75
RG6 3,SEPD,LV,1,31,10.69
RG6 7,SEPD,LV,1,31,10.69
OX1 5,SEPD,LV,2,29,10.43
SO16 8,SEPD,"LV,PSI",4,56,10.12
SO32 1,SEPD,"LV,PSI",2,53,9.94
SP5 4,SEPD,PSI,3,77,9.81
BH25 5,SEPD,"HV,LV",2,34,9.36
SN7 8,SEPD,"HV,LV",2,67,9.36
BA9 8,SEPD,LV,1,6,9.33
BA9 9,SEPD,LV,1,6,9.33
GU47 8,SEPD,LV,1,9,9.33
OX20 1,SEPD,LV,1,9,9.33
RG31 5,SEPD,LV,1,15,9.33
SP4 7,SEPD,PSI,2,78,8.93
RG19 8,SEPD,HV,3,1703,8.86
PO6 1,SEPD,LV,1,12,8.84
PO6 2,SEPD,LV,1,12,8.84
PO9 4,SEPD,LV,1,17,8.79
RG12 7,SEPD,"LV,PSI",9,145,8.76
GU8 6,SEPD,PSI,3,25,8.5
HP10 0,SEPD,LV,1,20,8.29
AB38 7,SHEPD,PSI,2,37,8.22
AB54 8,SHEPD,"LV,PSI",3,89,8.15
BA15 1,SEPD,HV,1,25,8.15
SL4 4,SEPD,LV,1,9,8.15
OX13 6,SEPD,LV,1,9,8.02
SP11 0,SEPD,HV,1,68,8.02
PO19 1,SEPD,"HV,LV",2,4233,7.9
HP14 4,SEPD,"HV,LV",4,65,7.89
IV36 2,SHEPD,"HV,LV,PSI",6,128,7.8
SP6 1,SEPD,"HV,LV,PSI",3,85,7.77
OX2 8,SEPD,"LV,PSI",3,66,7.58
PA67 6,SHEPD,LV,1,2,7.38
RG18 9,SEPD,LV,2,5,7.26
SN6 7,SEPD,HV,1,61,7.22
TW5 0,SEPD,LV,1,5,7.22
GL7 1,SEPD,LV,1,13,7.12
BH19 1,SEPD,LV,1,2,6.89
BA11 5,SEPD,"LV,PSI",3,127,6.88
GU14 0,SEPD,LV,1,21,6.77
RG12 0,SEPD,LV,4,121,6.69
BA2 7,SEPD,"LV,PSI",3,107,6.64
BH5 2,SEPD,LV,1,17,6.62
BH4 9,SEPD,LV,2,126,6.55
GU16 7,SEPD,LV,1,12,6.52
PH13 9,SHEPD,HV,2,167,6.48
OX4 1,SEPD,LV,1,40,6.41
PO39 0,SEPD,"HV,LV",2,69,6.38
FK17 8,SHEPD,PSI,2,42,6.2
BH24 2,SEPD,PSI,3,266,6.18
GU31 5,SEPD,"HV,PSI",2,197,6.12
OX49 5,SEPD,PSI,2,30,6.12
FK20 8,SHEPD,PSI,1,13,6.12
GU31 4,SEPD,PSI,1,33,6.12
OX9 7,SEPD,PSI,1,24,6.12
SN9 6,SEPD,PSI,1,96,6.12
DD11 4,SHEPD,PSI,2,29,6.08
OX14 5,SEPD,LV,3,101,5.69
PO5 2,SEPD,LV,2,42,5.69
SO19 8,SEPD,LV,1,42,5.69
PO3 5,SEPD,LV,3,70,5.68
PO2 0,SEPD,LV,2,53,5.68
BA12 7,SEPD,"HV,LV,PSI",5,677,5.67
PA34 4,SHEPD,"LV,PSI",2,35,5.67
AB16 5,SHEPD,PSI,1,24,5.67
AB45 1,SHEPD,LV,1,13,5.67
GU7 1,SEPD,PSI,1,36,5.67
SO18 5,SEPD,PSI,1,20,5.67
PA28 6,SHEPD,"HV,PSI",3,28,5.63
PO18 8,SEPD,"HV,LV,PSI",4,4285,5.49
AB51 3,SHEPD,LV,2,36,5.49
PO20 0,SEPD,HV,2,11286,5.49
PO20 8,SEPD,HV,2,11286,5.49
PO20 9,SEPD,HV,2,11286,5.49
PO19 8,SEPD,HV,1,4227,5.49
PO21 4,SEPD,HV,1,4227,5.49
RH20 1,SEPD,LV,1,11,5.38
BH6 5,SEPD,LV,3,59,5.34
BH17 7,SEPD,LV,1,63,5.17
DD7 6,SHEPD,LV,1,14,5.17
RG14 6,SEPD,LV,1,19,5.17
OX7 6,SEPD,PSI,4,116,4.97
BH22 0,SEPD,"LV,PSI",3,43,4.97
IV36 0,SHEPD,"LV,PSI",3,97,4.97
DT9 6,SEPD,"LV,PSI",2,76,4.97
AB31 5,SHEPD,LV,1,11,4.97
BH14 9,SEPD,PSI,1,20,4.97
BH22 9,SEPD,PSI,1,2,4.97
IV18 0,SHEPD,PSI,1,3,4.97
PA34 5,SHEPD,HV,1,36,4.97
PA80 5,SHEPD,HV,1,36,4.97
PO22 0,SEPD,PSI,1,3,4.97
RG25 2,SEPD,PSI,1,114,4.97
RG5 2,SEPD,PSI,1,114,4.97
SL1 7,SEPD,PSI,1,29,4.97
SL7 1,SEPD,LV,1,19,4.97
SO32 2,SEPD,PSI,1,33,4.97
SP3 6,SEPD,"HV,LV",3,259,4.96
BH20 7,SEPD,HV,2,167,4.96
GU35 8,SEPD,HV,2,141,4.96
BH20 4,SEPD,HV,1,135,4.96
AB54 4,SHEPD,"HV,PSI",2,59,4.8
AB54 6,SHEPD,HV,2,32,4.8
HP10 8,SEPD,LV,1,6,4.66
SO19 1,SEPD,HV,1,102,4.66
SN3 4,SEPD,LV,1,6,4.65
BA22 7,SEPD,LV,1,12,4.53
SO51 9,SEPD,"LV,PSI",2,35,4.51
GU51 2,SEPD,LV,3,33,4.45
SL1 5,SEPD,LV,2,34,4.45
OX25 4,SEPD,LV,1,5,4.45
SL9 8,SEPD,LV,1,16,4.45
SL9 9,SEPD,LV,1,16,4.45
UB9 6,SEPD,LV,1,5,4.45
HS2 9,SHEPD,"HV,LV,PSI",6,409,4.42
HS3 3,SHEPD,PSI,3,29,4.34
PH11 8,SHEPD,"HV,LV",2,89,4.34
AB55 5,SHEPD,LV,1,20,4.34
PH12 8,SHEPD,HV,1,85,4.34
PO14 2,SEPD,LV,1,17,4.34
RG2 7,SEPD,LV,1,19,4.34
SN11 9,SEPD,LV,1,2,4.34
SN4 8,SEPD,LV,1,26,4.34
SO50 7,SEPD,LV,1,40,4.34
BH15 4,SEPD,LV,2,59,4.31
PH34 4,SHEPD,"HV,PSI",2,463,4.31
PO18 9,SEPD,HV,3,11306,4.22
OX7 5,SEPD,PSI,2,24,4.14
RG20 7,SEPD,PSI,2,123,4.14
AB51 7,SHEPD,PSI,1,4,4.14
FK14 7,SHEPD,PSI,1,6,4.14
IV2 4,SHEPD,PSI,1,2,4.14
OX25 6,SEPD,PSI,1,85,4.14
RG6 4,SEPD,PSI,1,13,4.14
SO31 9,SEPD,PSI,1,35,4.14
BH21 5,SEPD,"HV,LV",2,15,4.12
BH21 4,SEPD,HV,1,10,4.12
DT9 4,SEPD,LV,1,3,4.12
SO53 3,SEPD,PSI,1,9,4.12
SP4 6,SEPD,HV,1,118,4.12
SP5 1,SEPD,HV,1,118,4.12
GL5 4,SEPD,HV,1,288,4.04
GL54 4,SEPD,HV,1,288,4.04
SO41 5,SEPD,"HV,LV,PSI",6,359,4.0
GU33 7,SEPD,"HV,LV",2,174,3.97
AB52 6,SHEPD,LV,1,4,3.97
SP2 7,SEPD,PSI,1,42,3.96
SP4 0,SEPD,PSI,1,42,3.96
GU10 5,SEPD,"LV,PSI",2,86,3.88
GU14 6,SEPD,LV,3,28,3.83
SL2 3,SEPD,HV,1,39,3.81
TW3 2,SEPD,LV,1,43,3.81
TW7 6,SEPD,LV,1,29,3.81
GU28 0,SEPD,HV,2,133,3.52
GU28 9,SEPD,HV,1,15,3.52
OX1 4,SEPD,LV,2,52,3.44
FK8 3,SHEPD,PSI,1,9,3.3
GL54 2,SEPD,"HV,PSI",2,359,3.29
GL54 3,SEPD,"HV,PSI",2,359,3.29
BA12 6,SEPD,"HV,PSI",5,658,3.25
BA10 0,SEPD,PSI,2,25,3.25
FK9 4,SHEPD,"HV,PSI",2,45,3.25
HP16 0,SEPD,HV,2,96,3.25
KW3 6,SHEPD,"HV,PSI",2,256,3.25
FK15 9,SHEPD,PSI,1,26,3.25
IV4 7,SHEPD,PSI,1,4,3.25
BH21 7,SEPD,LV,1,7,3.18
SO41 9,SEPD,LV,1,16,3.18
FK18 8,SHEPD,PSI,1,34,3.1
W3 7,SEPD,LV,1,78,3.1
DT3 4,SEPD,LV,1,3,3.03
BH23 3,SEPD,"LV,PSI",2,85,2.83
OX7 4,SEPD,PSI,2,45,2.83
SO19 0,SEPD,"HV,LV",2,130,2.83
AB12 3,SHEPD,PSI,1,5,2.83
AB23 8,SHEPD,PSI,1,5,2.83
AB31 4,SHEPD,PSI,1,14,2.83
DD11 3,SHEPD,PSI,1,26,2.83
KW15 1,SHEPD,PSI,1,42,2.83
RH14 9,SEPD,LV,1,6,2.83
SN5 8,SEPD,PSI,1,81,2.83
SO19 9,SEPD,LV,1,28,2.83
SO24 9,SEPD,PSI,1,8,2.83
SO40 7,SEPD,LV,1,10,2.75
SO52 9,SEPD,HV,1,174,2.75
BH23 7,SEPD,HV,1,28,2.66
SN1 3,SEPD,"LV,PSI",2,109,2.38
SO31 8,SEPD,"HV,LV",2,94,2.31
OX18 3,SEPD,LV,1,25,2.23
GU26 6,SEPD,"HV,LV",2,68,2.21
IV27 4,SHEPD,HV,2,459,2.21
PO7 4,SEPD,LV,1,2,2.21
DA18 4,SEPD,PSI,1,30,2.18
PH10 6,SHEPD,HV,1,82,2.14
PH2 6,SHEPD,HV,1,82,2.14
GU27 2,SEPD,"LV,PSI",3,79,2.08
SL6 3,SEPD,LV,2,22,2.08
BH10 6,SEPD,LV,1,53,2.08
BH10 7,SEPD,LV,1,53,2.08
TW15 3,SEPD,LV,1,12,2.08
SO15 3,SEPD,LV,1,25,1.95
SO15 5,SEPD,LV,1,25,1.95
BH8 0,SEPD,LV,2,49,1.88
SO22 5,SEPD,LV,1,27,1.88
PO33 4,SEPD,LV,1,13,1.79
RG41 2,SEPD,"LV,PSI",2,8,1.54
DT4 0,SEPD,LV,1,58,1.53
DD9 7,SHEPD,"HV,LV",3,94,1.46
HP11 1,SEPD,LV,3,88,1.39
SO24 0,SEPD,HV,2,319,1.32
SO32 3,SEPD,"HV,LV",2,186,1.32
GU32 1,SEPD,HV,1,183,1.32
DT4 9,SEPD,LV,1,21,1.3
PO7 6,SEPD,LV,1,19,1.3
SP11 6,SEPD,HV,1,40,1.3
SP11 7,SEPD,HV,1,40,1.3
SO42 7,SEPD,"HV,PSI",4,347,1.17
RG20 4,SEPD,HV,3,1703,1.17
RG19 6,SEPD,HV,2,730,1.17
RG20 9,SEPD,HV,2,730,1.17
RG25 3,SEPD,HV,2,730,1.17
RG26 4,SEPD,HV,2,730,1.17
TW8 0,SEPD,LV,1,36,1.17
TW8 9,SEPD,LV,1,36,1.17
SN13 9,SEPD,LV,1,17,1.13
SP6 3,SEPD,HV,1,32,1.11
SO20 6,SEPD,LV,1,17,1.07
SO23 8,SEPD,LV,1,17,1.07
SL2 5,SEPD,LV,1,16,1.02
BN18 0,SEPD,"LV,PSI",4,136,0.0
DD4 8,SHEPD,LV,4,56,0.0
DD5 1,SHEPD,LV,4,56,0.0
DT11 8,SEPD,"HV,PSI",3,121,0.0
HP13 5,SEPD,"HV,LV",3,59,0.0
IV30 1,SHEPD,LV,3,39,0.0
RG24 8,SEPD,LV,3,132,0.0
ZE2 9,SHEPD,"HV,PSI",3,500,0.0
AB30 1,SHEPD,"HV,PSI",2,92,0.0
BA12 8,SEPD,"HV,LV",2,422,0.0
BA15 2,SEPD,"HV,PSI",2,53,0.0
BH21 1,SEPD,LV,2,36,0.0
DD3 0,SHEPD,"HV,PSI",2,301,0.0
DD4 9,SHEPD,"HV,LV",2,319,0.0
DD7 7,SHEPD,"HV,LV",2,90,0.0
DD8 3,SHEPD,"HV,PSI",2,9,0.0
DT11 0,SEPD,"HV,PSI",2,85,0.0
GU34 5,SEPD,"HV,PSI",2,167,0.0
GU9 7,SEPD,LV,2,18,0.0
HP22 7,SEPD,LV,2,26,0.0
OX14 2,SEPD,LV,2,18,0.0
OX4 4,SEPD,LV,2,83,0.0
PH2 0,SHEPD,"LV,PSI",2,43,0.0
PO6 3,SEPD,LV,2,25,0.0
PO7 8,SEPD,LV,2,47,0.0
RG10 9,SEPD,LV,2,26,0.0
RG17 7,SEPD,"HV,PSI",2,53,0.0
RG20 0,SEPD,"LV,PSI",2,29,0.0
RG20 5,SEPD,"HV,LV",2,988,0.0
RG20 8,SEPD,"HV,PSI",2,53,0.0
RG27 8,SEPD,HV,2,55,0.0
RG29 1,SEPD,"HV,LV",2,48,0.0
RG30 4,SEPD,LV,2,17,0.0
SL3 8,SEPD,LV,2,21,0.0
SN12 6,SEPD,LV,2,36,0.0
SN25 3,SEPD,LV,2,28,0.0
SP4 8,SEPD,LV,2,22,0.0
UB6 7,SEPD,"HV,LV",2,51,0.0
AB10 1,SHEPD,LV,1,4,0.0
AB11 5,SHEPD,LV,1,33,0.0
AB39 3,SHEPD,PSI,1,19,0.0
AB43 9,SHEPD,LV,1,11,0.0
AB51 0,SHEPD,PSI,1,10,0.0
AB56 1,SHEPD,LV,1,8,0.0
BA11 2,SEPD,LV,1,22,0.0
BA20 2,SEPD,LV,1,21,0.0
BA7 7,SEPD,PSI,1,76,0.0
BH11 9,SEPD,LV,1,28,0.0
BH15 1,SEPD,LV,1,7,0.0
BH15 3,SEPD,LV,1,6,0.0
BH23 4,SEPD,LV,1,21,0.0
BN18 9,SEPD,PSI,1,3,0.0
DD2 1,SHEPD,LV,1,15,0.0
DD2 4,SHEPD,LV,1,2,0.0
DD4 0,SHEPD,PSI,1,10,0.0
DD5 4,SHEPD,HV,1,72,0.0
DD8 1,SHEPD,PSI,1,30,0.0
DD8 2,SHEPD,HV,1,3,0.0
DT1 2,SEPD,LV,1,8,0.0
DT10 2,SEPD,HV,1,49,0.0
DT11 9,SEPD,HV,1,57,0.0
DT9 5,SEPD,HV,1,49,0.0
EH3 9,SHEPD,HV,1,252,0.0
G21 1,SHEPD,HV,1,72,0.0
GL7 5,SEPD,PSI,1,70,0.0
GU10 2,SEPD,HV,1,59,0.0
GU10 4,SEPD,HV,1,59,0.0
GU15 2,SEPD,LV,1,19,0.0
GU15 3,SEPD,PSI,1,35,0.0
GU20 6,SEPD,LV,1,29,0.0
GU27 1,SEPD,PSI,1,55,0.0
GU33 6,SEPD,HV,1,11,0.0
GU34 4,SEPD,HV,1,82,0.0
GU35 0,SEPD,LV,1,7,0.0
GU35 3,SEPD,HV,1,59,0.0
GU35 9,SEPD,HV,1,11,0.0
GU46 7,SEPD,LV,1,12,0.0
GU9 0,SEPD,PSI,1,19,0.0
GU9 9,SEPD,PSI,1,36,0.0
HP13 6,SEPD,LV,1,14,0.0
HP16 9,SEPD,HV,1,31,0.0
HP27 0,SEPD,HV,1,31,0.0
HP9 1,SEPD,LV,1,13,0.0
HP9 2,SEPD,HV,1,39,0.0
IV2 6,SHEPD,PSI,1,8,0.0
IV22 2,SHEPD,LV,1,4,0.0
IV26 2,SHEPD,HV,1,126,0.0
IV3 8,SHEPD,LV,1,12,0.0
IV30 8,SHEPD,PSI,1,28,0.0
IV40 8,SHEPD,PSI,1,5,0.0
IV63 6,SHEPD,PSI,1,8,0.0
KW1 4,SHEPD,LV,1,15,0.0
KW1 5,SHEPD,LV,1,15,0.0
KW2 6,SHEPD,HV,1,112,0.0
N17 9,SEPD,PSI,1,220,0.0
OX10 8,SEPD,PSI,1,2,0.0
OX14 1,SEPD,LV,1,7,0.0
OX15 0,SEPD,LV,1,20,0.0
OX2 9,SEPD,LV,1,9,0.0
OX3 0,SEPD,PSI,1,32,0.0
OX3 9,SEPD,PSI,1,32,0.0
OX4 3,SEPD,LV,1,75,0.0
PA21 2,SHEPD,PSI,1,14,0.0
PA27 8,SHEPD,PSI,1,14,0.0
PA29 6,SHEPD,LV,1,5,0.0
PH1 1,SHEPD,PSI,1,3,0.0
PH2 9,SHEPD,LV,1,2,0.0
PH22 1,SHEPD,HV,1,8,0.0
PH23 3,SHEPD,PSI,1,2,0.0
PH31 4,SHEPD,HV,1,461,0.0
PO2 8,SEPD,LV,1,7,0.0
PO2 9,SEPD,LV,1,7,0.0
PO3 6,SEPD,LV,1,22,0.0
PO36 0,SEPD,PSI,1,32,0.0
PO37 7,SEPD,LV,1,12,0.0
PO38 3,SEPD,PSI,1,11,0.0
PO40 9,SEPD,LV,1,2,0.0
PO5 1,SEPD,LV,1,24,0.0
PO6 4,SEPD,LV,1,13,0.0
RG14 7,SEPD,LV,1,14,0.0
RG27 0,SEPD,PSI,1,28,0.0
RG30 2,SEPD,LV,1,13,0.0
RG31 6,SEPD,LV,1,25,0.0
RG42 1,SEPD,LV,1,15,0.0
RG8 0,SEPD,PSI,1,212,0.0
RG8 7,SEPD,PSI,1,129,0.0
RG9 1,SEPD,PSI,1,129,0.0
RG9 2,SEPD,LV,1,28,0.0
RG9 4,SEPD,PSI,1,129,0.0
SL1 2,SEPD,LV,1,18,0.0
SL2 2,SEPD,LV,1,9,0.0
SL3 7,SEPD,LV,1,19,0.0
SL5 7,SEPD,LV,1,18,0.0
SL6 8,SEPD,LV,1,10,0.0
SN1 1,SEPD,LV,1,22,0.0
SN1 4,SEPD,LV,1,22,0.0
SN13 0,SEPD,LV,1,2,0.0
SN13 8,SEPD,LV,1,16,0.0
SN15 5,SEPD,HV,1,13,0.0
SN26 7,SEPD,LV,1,11,0.0
SN26 8,SEPD,LV,1,11,0.0
SN3 2,SEPD,LV,1,9,0.0
SN7 7,SEPD,LV,1,16,0.0
SN8 4,SEPD,HV,1,48,0.0
SN9 5,SEPD,HV,1,48,0.0
SO20 8,SEPD,PSI,1,112,0.0
SO30 2,SEPD,PSI,1,12,0.0
SO30 4,SEPD,LV,1,14,0.0
SO40 3,SEPD,LV,1,12,0.0
SO50 6,SEPD,LV,1,5,0.0
SO51 8,SEPD,LV,1,22,0.0
SO53 4,SEPD,LV,1,28,0.0
SP5 3,SEPD,LV,1,9,0.0
SP8 5,SEPD,LV,1,5,0.0
SP9 7,SEPD,LV,1,12,0.0
TW14 8,SEPD,LV,1,10,0.0
TW16 5,SEPD,LV,1,8,0.0
UB6 8,SEPD,LV,1,14,0.0
UB9 4,SEPD,LV,1,12,0.0
W13 0,SEPD,LV,1,13,0.0
W13 9,SEPD,LV,1,13,0.0
W4 3,SEPD,LV,1,81,0.0
ZE1 0,SHEPD,HV,1,483,0.0
